pdf,mm_yyyy,company,amount,currency,adjudicadora,tipo,tramitacion,procedimiento,model,time
BOE-B-2017-75366.pdf,12-2017,Iluminaciones Ximenez S.A.,63619.38,euros,Ayuntamiento de Málaga,Suministros,Ordinaria,Negociado sin publicidad,phi3,253.11
BOE-B-2017-73819.pdf,12-2017,Icyfsa Ingeniería S.L.,243089.0,euros,Diputación Foral de Gipuzkoa,Servicios,Ordinaria,Abierto,phi3,246.12
BOE-B-2017-75305.pdf,12-2017,Varios adjudicatarios,52971738.56,euros,Consejería de Políticas Sociales y Familia,Gestión de Servicio Público,Ordinaria,Abierto,phi3,283.22
BOE-B-2017-73704.pdf,12-2017,Ecolmare Ibérica S.A.,208447.13,euros,Autoridad Portuaria de Málaga,Servicios,Ordinaria,Abierto,phi3,218.48
BOE-B-2017-74661.pdf,12-2017,Compañía de Servicios Omega S.L.,203490.25,euros,Ayuntamiento de San Sebastián de los Reyes,Servicio,Ordinaria,Abierto sujeto a regulación armonizada,phi3,233.39
BOE-B-2017-74460.pdf,12-2017,Urbia Intermediación Ingeniería y Servicios S.A,238124.79,euros,Delegación Especial de Economía y Hacienda en Illes Balears,Servicios,Ordinaria,Abierto,phi3,354.38
BOE-B-2017-75750.pdf,12-2017,Repsol Comercial de Productos Petrolíferos S.A,1459200.0,euros,Diputación Foral de Bizkaia,Suministro,Ordinaria,Abierto,phi3,216.69
BOE-B-2017-74674.pdf,12-2017,Multienergía Verde S.L.,138119.2,euros,Ajuntament de Calvià,Suministro,Ordinaria,Abierto con un criterio de adjudicación,phi3,212.35
BOE-B-2017-73770.pdf,12-2017,Getinge Group Spain S.L.U.,386999.99,euros,Comunidad de Madrid. Consejería de Sanidad. Servicio Madrileño de Salud. Hospital General Universitario Gregorio Marañón,Suministro,Ordinaria,Pluralidad de criterios,phi3,1902.61
BOE-B-2017-75736.pdf,12-2017,Teknoservice S.L.,139000.0,euros,Ayuntamiento de Alcorcón,Suministro,Ordinaria,Abierto,phi3,215.94
BOE-B-2017-72596.pdf,12-2017,Sasegur S.L.,1045789.64,euros,Consejería de Transportes Vivienda e Infraestructuras,Servicios,Urgente,Abierto,phi3,235.28
BOE-B-2017-74052.pdf,12-2017,ALERTADY Y CONTROL S.A.,1342900.35,euros,Agencia Estatal Consejo Superior de Investigaciones Científicas,Servicio,Ordinaria,Abierto,phi3,232.80
BOE-B-2017-71598.pdf,12-2017,Gilead Sciences S.L.,6643883.45,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Negociado sin publicidad sujeto a Regulación Armonizada,phi3,255.07
BOE-B-2017-71618.pdf,12-2017,Telecyl S.A.,1456657.0,euros,Consejería de Transportes Vivienda e Infraestructuras,Servicios,Urgente,Abierto,phi3,223.01
BOE-B-2017-72984.pdf,12-2017,107 Clínicas Dentales,621234.0,euros,Consejería de Salud de la Junta de Andalucía,Servicios,None,None,phi3,213.99
BOE-B-2017-72300.pdf,12-2017,LIFE CARE S.L,270108.3,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Abierto - Pluralidad de criterios,phi3,219.91
BOE-B-2017-72818.pdf,12-2017,Cirrus Spain S.L.,788772.22,euros,Agencia Estatal de Meteorología,Suministro,Ordinaria,Abierto,phi3,227.25
BOE-B-2017-71932.pdf,12-2017,Asociación Murciana de Salud Mental (FUSAMEN),836155.01,euros,Instituto Murciano de Acción Social,Servicios,Ordinaria,Abierto,phi3,229.49
BOE-B-2017-76560.pdf,12-2017,Cejal Limpiezas S.L.,2986498.54,euros,Consejería de Sanidad,Servicios,Ordinaria,Abierto,phi3,231.42
BOE-B-2017-74307.pdf,12-2017,Siemens Healthcare S.L.,3597872.08,euros,Servicio Riojano de Salud,Servicios,None,None,phi3,163.07
BOE-B-2017-72595.pdf,12-2017,LIFE CARE S.L,2420000.0,euros,Consejería de Medio Ambiente Agricultura y Pesca,Servicio,Ordinaria,Abierto,phi3,222.91
BOE-B-2017-71594.pdf,12-2017,Alcón Cusí S.A.; Oftaltech S.A.,469491.99,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Abierto,phi3,220.69
